,buy045_sell050,buy050_sell055,buy055_sell060,buy060_sell065
total_return,-11.069351913527791,2.219967581433213,5.454101548772239,5.108226299490437
sharpe_ratio,-1.002298483085761,-0.863406295149116,-1.1059154365412818,-1.659184778051728
sortino_ratio,-1.4550437351042507,-1.3642001876016903,-1.9776596575283243,-3.1729527301812563
max_drawdown,-16.066646090590442,-6.498563308821536,-4.759303477263612,-3.5218858292960245
calmar_ratio,-0.10516860591931193,0.049159177611674605,0.1627168083710899,0.20623539168459334
win_rate,39.1025641025641,39.66101694915255,40.74074074074074,43.39622641509434
profit_factor,0.8528104791841504,1.0299468460564924,1.1446453687878546,1.4748347335385854
total_trades,624.0,295.0,135.0,53.0
avg_holding_days,12.580128205128204,13.254237288135593,11.881481481481481,12.528301886792454
